"weight","subsid","soc","age","age_grp","region","sex","tenure","mastat","fihhyr2","dfihhyr","dfihhyrchg","saveamount","huresp","hsval","mg1tot","xpmg","intmg","forebearsec1","forebearsec2","forebearsec3","forebearsec4","forebearsec5","forebearsec6","forebearsec7","forebearsec8","forebeareffsec","brrise","usa","usb","ush","usc","usj","usd","usi","use","usg","us","ustot","xpus","forebearunsec1","forebearunsec2","forebearunsec3","forebearunsec4","forebearunsec5","forebeareffunsec","billscc","actbillscc1","actbillscc2","actbillscc3","actbillscc4","actbillscc5","actbillscc6","actbillscc7","actbillscc10","actbillscc11","actbillscc8","actbillscc9","hscntcr1","hscrchg","hscntcr2","nvesttot","savingch","savebcs1","savebcs2","savebcs3","savebcs4","savebcs5","savebcs6","savebcs7","savebcs8","savebcs9","savebcs10","savebcs11","savebcs12","savebcs13","desavebcs1","desavebcs2","desavebcs3","desavebcs4","desavebcs5","desavebcs6","uncert","uncertch","pubsecty","fisc_impact1","fisc_impact2","fisc_impact3","fisc_impact4","fisc_impact5","fisc_impact6","fisc_impact7","fisc_impact8","fisc11_act1","fisc11_act2","fisc11_act3","fisc11_act4","fisc11_act6","fisc11_act5","fisc11_conc1","fisc11_conc2","fisc11_conc3","fisc11_conc4","fisc11_conc5","fisc11_conc6","fisc11_conc7","fisc11_conc8","fisc_likact1","fisc_likact2","fisc_likact3","fisc_likact4","fisc_likact6","fisc_likact5","jbstat","xphsdf","xphpdf"
1.11210179,21632081,"B",34,"25 - 34","Yorkshire & Humberside","Male","Owned mortgage","marrried or couple","£40,000-£49,999","£900-£999","down <£50","£500-£599","yes","£200,000-£224,999","£50,000-£59,999","£700-£749","standard variable rate (SVR)","no","no","no","no","no","no","no","yes",,"£150-199","no","no","no","yes","no","no","no","no","no","yes","£3,500-£3,999","£200-£219","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","the same","no","£45,000 - £49,999","Increase by £50-£99 a month","no","no","no","no","no","no","no","no","no","yes","no","no","no",,,,,,,"good idea","no change","yes","no","no","no","no","no","yes","no","no",,,,,,,"no","yes","no","no","no","no","no","no","yes","no","yes","no","no","no","in paid employ","no","no"
1.31001264,22517142,"A",44,"35 - 44","Greater London","Male","Owned outright","marrried or couple",">=£100,000","£4,000-£4,999","up £50-£100","£1,500-£1,999","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","yes","no","no","no","no","no","yes","<£200","£90-£99","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","the same","no",">=£150,000","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"no idea","no change","no","no","yes","no","yes","yes","no","no","no","yes","no","yes","no","no","no","no","yes","no","yes","yes","no","no","no","yes","no","yes","yes","no","no","in paid employ","no","no"
0.991067574,21442958,"C2",41,"35 - 44","West Midlands","Female","Owned mortgage","marrried or couple","£25,000-£29,999","£400-£499","down >£100","<=25","yes","£150,000-£174,999","£50,000-£59,999","£600-£649","fixed","no","no","no","no","no","no","no","yes",,,"no","no","no","yes","no","no","no","no","no","yes","£1,000-£1,499","£10-£19","no","no","no","no","yes",,"have financial problems, fallen behind with many","no","no","no","no","no","yes","no","yes","no","no","no","yes","harder","yes","<£500","Increase by £50-£99 a month","yes","yes","yes","no","no","no","no","no","no","no","yes","no","no",,,,,,,"no idea","less certain","don't know","no","no","yes","yes","no","no","no","no","no","no","yes","yes","no","no","yes","yes","no","yes","no","no","no","no","no","no","yes","yes","no","no","in paid employ","yes","heavy"
1.04153115,20233908,"C2",50,"45 - 54","South East","Female","Local authority rented","marrried or couple","£50,000-£74,999","£300-£399","down <£50","150-£199","not applicable","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"yes","no","no","yes","no","no","no","no","no","yes","£10,000-£14,999","don't know","yes","no","no","no","no","I would be behind on my loan payments","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","yes","harder","no","£1,000 - £1,999","Increase by less than £50 a month","no","no","no","no","no","no","yes","no","no","no","no","yes","no",,,,,,,"good idea","no change","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","in paid employ","no","somewhat"
0.849396269,20473928,"D",59,"55 - 64","East Midlands","Female","Owned outright","marrried or couple","£15,500-£17,499","£200-£299","down <£50","£100-£149","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"yes","no","no","yes","no","no","no","no","no","yes","£5,000-£5,499","£350-£399","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","£15,000 - £17,499","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","yes","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","yes","no","no",,,,,,,"in paid employ","no","no"
0.829686088,21282473,"C1",63,"55 - 64","South East","Female","Owned outright","marrried or couple","£30,000-£39,999","£500-£599","down >£100","150-£199","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up, struggle from time to time","no","no","no","no","no","no","no","no","no","no","yes","no","not applicable","no","£30,000 - £34,999","Decrease by £100-£149 a month",,,,,,,,,,,,,,"no","yes","no","no","no","no","vague idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","in paid employ","no","not applicable"
0.899294949,20458040,"D",65,"65+","North West","Female","Owned outright","marrried or couple","£25,000-£29,999","£300-£399","up £50-£100","<=25","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up, struggle from time to time","no","no","yes","no","no","yes","no","yes","no","no","no","no","not applicable","no","<£500","Increase by less than £50 a month","no","no","no","no","no","no","yes","no","no","no","no","yes","no",,,,,,,"good idea","more certain","no","no","no","no","yes","yes","no","no","no","no","no","no","yes","no","no","no","no","no","yes","yes","no","no","no","yes","no","no","yes","no","no","in paid employ","no","not applicable"
1.14888093,23142731,"B",26,"25 - 34","South East","Male","Owned mortgage","marrried or couple","£17,500-£24,999","£400-£499","down >£100","£25-£49","yes","<£49,000","£10,000-£19,999","£650-£699","fixed","Dont know","Dont know","Dont know","Dont know","Dont know","Dont know","Dont know","Dont know",,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","yes","the same","don't know","£7,000 - £7,999","Decrease by £150-£199 a month",,,,,,,,,,,,,,"refused","refused","refused","refused","refused","refused","no idea","less certain","don't know","no","no","no","no","no","no","yes","no",,,,,,,"no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","in paid employ","no","not applicable"
0.933029657,21032623,"D",43,"35 - 44","South West","Male","Owned outright","marrried or couple","£25,000-£29,999","£200-£299","down >£100","£100-£149","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","the same","no","£45,000 - £49,999","don't know",,,,,,,,,,,,,,,,,,,,"vague idea","less certain","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","in paid employ","no","not applicable"
0.903547141,20450712,"D",62,"55 - 64","South East","Male","Owned outright","never married","£17,500-£24,999","£300-£399","no change","none","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","yes","no","yes","no","no","no","no","no","yes","£15,000-£19,999","£200-£219","no","no","no","yes","no","I would be up to date with my loan payments, but it would be a struggle","keeping up, struggle from time to time","no","no","no","no","no","yes","no","no","no","no","no","yes","not applicable","no","<£500","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","yes","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","yes","no","no",,,,,,,"in paid employ","no","somewhat"
1.23052049,21193490,"B",65,"65+","Yorkshire & Humberside","Male","Owned outright","marrried or couple","£40,000-£49,999","£1,400-£1,599","down >£100","£1,000-£1,499","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","don't know","no",">=£150,000","Decrease by £300 or more a month",,,,,,,,,,,,,,"yes","no","no","no","no","no","vague idea","less certain","yes","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","in paid employ","no","not applicable"
1.15174414,21345319,"C2",72,"65+","Scotland","Male","Owned outright","marrried or couple","£17,500-£24,999","£500-£599","no change","£350-£399","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","£50,000 - £74,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","yes","no","no",,,,,,,"in paid employ","no","not applicable"
0.837823855,23067476,"C1",29,"25 - 34","North West","Female","Owned mortgage","never married","£17,500-£24,999","<=199","down >£100","£50-£99","yes","<£49,000","£40,000-£49,999","£250-£299","standard variable rate (SVR)","no","no","no","no","no","no","no","yes",,"£50-99","no","no","yes","yes","no","no","no","no","no","yes","£6,500-£6,999","£200-£219","no","no","no","no","yes",,"keeping up, constant struggle","no","no","no","no","no","yes","no","no","no","no","no","yes","harder","yes","£500-£999","don't know",,,,,,,,,,,,,,,,,,,,"vague idea","less certain","no","no","no","no","yes","yes","no","no","yes","don't know","don't know","don't know","don't know","don't know","don't know","no","yes","no","yes","yes","no","no","no","yes","no","yes","yes","no","no","in paid employ","no","somewhat"
1.03168839,20652392,"C1",55,"55 - 64","Greater London","Male","Owned mortgage","marrried or couple","£30,000-£39,999","600-£699","down £50-£100","£400-£449","yes","don't know","don't know","don't know","base rate tracker","Dont know","Dont know","Dont know","Dont know","Dont know","Dont know","Dont know","Dont know",,"Dont know","no","no","yes","yes","yes","no","no","no","no","yes","£200-£499","don't know","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","easier","no","don't know","Decrease by £150-£199 a month",,,,,,,,,,,,,,"no","no","yes","no","no","no","don't know","no change","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","self employed","no","no"
1.28205286,22673337,"B",36,"35 - 44","Scotland","Male","Owned outright","never married","£40,000-£49,999","£1,000-£1,199","up >£100","£400-£449","no","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","yes","yes","no","no","yes","no","no","yes","£15,000-£19,999","<£10","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no",">=£150,000","don't know",,,,,,,,,,,,,,,,,,,,"good idea","more certain","no","no","no","no","no","no","no","yes","no",,,,,,,"no","no","no","no","no","no","yes","no",,,,,,,"in paid employ","no","no"
0.87559894,21019947,"C1",61,"55 - 64","West Midlands","Female","Owned outright","marrried or couple","£25,000-£29,999","£500-£599","up >£100","none","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","yes","no","no","yes","£500-£999","<£10","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","no","no","no","no","no","yes","no","not applicable","no","£15,000 - £17,499","Increase by less than £50 a month","no","no","no","no","no","no","no","no","yes","yes","no","no","no",,,,,,,"vague idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","yes","yes","no","no","no","no","yes","no","no","no","no","no","yes","self employed","no","no"
0.81202808,20064497,"C1",30,"25 - 34","North","Female","Owned mortgage","marrried or couple","£25,000-£29,999","<=199","down £50-£100","none","yes","£100,000-£124,999","£90,000-£99,999","£600-£649","standard variable rate (SVR)","no","no","no","no","no","no","no","yes",,"£0-49","no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up, struggle from time to time","no","no","no","no","no","yes","yes","no","no","no","no","yes","not applicable","no","£2,000 - £2,999","don't know",,,,,,,,,,,,,,,,,,,,"vague idea","no change","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","no","don't know","don't know","don't know","don't know","don't know","don't know","in paid employ","no","not applicable"
0.919969713,20935913,"D",70,"65+","South East","Female","Owned mortgage","widowed/divorced/separated","£17,500-£24,999","£200-£299","down >£100","£50-£99","yes","£300,000-£349,999","£40,000-£49,999","£200-£249","fixed","no","no","no","no","no","yes","no","no","I would be up to date with my mortgage payments, but it would be a struggle",,"no","yes","yes","yes","no","no","no","no","no","yes","£4,000-£4,499","£200-£219","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","yes","yes","yes","no","no","no","no","the same","no","£4,000 - £4,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"vague idea","less certain","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","in paid employ","no","somewhat"
1.11560832,21381835,"A",34,"25 - 34","South West","Male","Owned mortgage","marrried or couple","£75,000-£99,999","£500-£599","down £50-£100","£450-£499","yes","£300,000-£349,999","£230,000-£249,999","don't know","fixed","no","no","no","no","no","no","no","yes",,,"yes","yes","yes","yes","yes","no","no","no","no","yes",">=£30,000",">=£500","no","no","no","no","yes",,"keeping up, constant struggle","no","no","no","no","no","yes","no","no","no","no","no","yes","don't know","no","£2,000 - £2,999","Increase by less than £50 a month","no","yes","no","no","no","no","no","no","no","yes","yes","yes","no",,,,,,,"vague idea","no change","yes","no","no","no","no","no","yes","no","no",,,,,,,"no","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","in paid employ","no","heavy"
0.93601524,21186577,"C2",65,"65+","Yorkshire & Humberside","Female","Owned outright","marrried or couple","£17,500-£24,999","£300-£399","up £50-£100","£900-£999","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","yes","no","no","no","no","no","yes","£500-£999",">=£500","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","the same","no","£75,000 - £99,999","don't know",,,,,,,,,,,,,,,,,,,,"vague idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","yes","no","no",,,,,,,"in paid employ","no","no"
0.900432082,21587191,"D",68,"65+","South East","Female","Owned outright","marrried or couple","£30,000-£39,999","£1,000-£1,199","no change","none","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","£50,000 - £74,999","don't know",,,,,,,,,,,,,,,,,,,,"no idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","yes","no","no",,,,,,,"in paid employ","no","not applicable"
1.08002685,21279358,"B",30,"25 - 34","East Midlands","Female","Owned mortgage","never married","£17,500-£24,999","<=199","no change","£50-£99","yes","£100,000-£124,999","£110,000-£129,999","£550-£599","fixed","no","no","no","yes","no","no","no","no","Dont know",,"no","no","no","no","no","no","yes","no","no","yes","£15,000-£19,999","£40-£49","no","no","no","no","yes",,"keeping up, constant struggle","no","no","no","no","no","yes","yes","no","yes","no","no","no","don't know","no","£3,000 - £3,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"vague idea","less certain","yes","no","no","no","yes","no","no","no","no","yes","no","yes","no","no","no","no","yes","no","yes","yes","no","no","no","yes","no","yes","yes","no","no","in paid employ","yes","somewhat"
0.866985012,20958140,"D",45,"45 - 54","Yorkshire & Humberside","Female","Owned mortgage","marrried or couple","£7,500-£9,499","<=199","no change","none","no","not applicable","not applicable","not applicable","not applicable","no","no","no","no","no","no","no","yes",,,"no","no","no","yes","no","no","no","no","no","yes","£8,000-£8,499","£350-£399","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","None","don't know",,,,,,,,,,,,,,,,,,,,"good idea","don't know","don't know","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","no","yes","no",,,,,,,"in paid employ","no","no"
0.864333547,20442663,"C2",57,"55 - 64","South East","Female","Owned outright","marrried or couple","£75,000-£99,999","£1,800-£1,999","no change","£1,000-£1,499","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"yes","no","no","no","no","no","no","no","no","yes","£6,500-£6,999","£140-£159","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","£75,000 - £99,999","don't know",,,,,,,,,,,,,,,,,,,,"good idea","no change","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no",,,,,,,"in paid employ","no","no"
0.895657712,20409984,"D",47,"45 - 54","South East","Female","Owned mortgage","widowed/divorced/separated","£17,500-£24,999","<=199","down <£50","none","yes","£300,000-£349,999","£130,000-£149,999","£500-£549","don't know","no","no","no","no","no","no","no","yes",,,"no","no","yes","yes","no","no","yes","no","no","yes","£2,500-£2,999","£90-£99","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","yes","yes","no","no","no","no","no","not applicable","no","£6,000 - £6,999","Increase by less than £50 a month","no","no","no","no","no","no","no","no","yes","no","yes","no","no",,,,,,,"vague idea","no change","yes","no","no","no","no","no","yes","no","no",,,,,,,"yes","no","no","no","no","no","no","no","no","no","yes","yes","no","no","in paid employ","no","somewhat"
0.845938147,20754327,"C2",32,"25 - 34","North","Female","Owned mortgage","marrried or couple","£17,500-£24,999","£1,000-£1,199","down >£100","none","yes","£100,000-£124,999","£50,000-£59,999","£350-£399","fixed","no","no","no","no","no","no","no","yes",,,"yes","no","no","yes","no","no","no","no","no","yes","<£200","£100-£119","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","<£500","Increase by less than £50 a month","no","no","no","no","no","no","no","no","yes","no","no","yes","no",,,,,,,"vague idea","less certain","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","yes","no","yes","no","in paid employ","no","somewhat"
0.88308791,21918304,"C2",57,"55 - 64","South East","Female","Owned mortgage","marrried or couple","£17,500-£24,999","<=199","down >£100","none","yes","£150,000-£174,999","£100,000-£109,999","£500-£549","fixed","no","no","no","no","no","no","no","yes",,,"no","yes","yes","yes","no","no","no","no","no","yes","£500-£999","£100-£119","no","no","no","no","yes",,"keeping up, constant struggle","no","no","no","no","no","yes","no","no","no","no","no","yes","the same","no","None","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"no idea","less certain","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","yes","yes","yes","no","no","no","no","no","no","no","no","yes","in paid employ","no","heavy"
0.987452754,21078551,"C2",37,"35 - 44","South West","Female","Local authority rented","marrried or couple","£30,000-£39,999","£900-£999","no change","£25-£49","not applicable","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","yes","no","no","no","yes","£200-£499","£30-£39","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","don't know","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"vague idea","no change","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","in paid employ","no","no"
1.09611713,20472838,"B",67,"65+","Yorkshire & Humberside","Female","Owned outright","marrried or couple","£30,000-£39,999","£800-£899","down >£100","£100-£149","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","the same","no","£75,000 - £99,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"vague idea","less certain","yes","no","no","yes","yes","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","self employed","no","not applicable"
1.21070541,21014525,"C1",41,"35 - 44","West Midlands","Male","Private rented","marrried or couple","£25,000-£29,999","<=199","down £50-£100","£25-£49","not applicable","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","yes","no","no","no","no","no","no","no","yes","£3,000-£3,499","£260-£279","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","yes","no","no","no","no","no","no","the same","no","£500-£999","Decrease by £50-£99 a month",,,,,,,,,,,,,,"no","no","no","no","yes","no","vague idea","no change","don't know","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","in paid employ","no","somewhat"
1.23301674,21937714,"A",39,"35 - 44","North West","Male","Owned mortgage","marrried or couple","£50,000-£74,999","<=199","no change","none","yes","£175,000-£199,999","£170,000-£189,999","£700-£749","standard variable rate (SVR)","no","no","no","no","no","no","no","yes",,"£0-49","no","yes","yes","yes","no","no","no","no","no","yes","£3,000-£3,499",">=£500","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","yes","no","no","no","no","no","no","don't know","no","None","Increase by less than £50 a month","no","no","no","no","no","no","no","no","no","no","no","yes","no",,,,,,,"good idea","no change","don't know","no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","yes","no","no","in paid employ","no","somewhat"
1.30289434,20247638,"B",42,"35 - 44","West Midlands","Male","Owned mortgage","marrried or couple","£40,000-£49,999","£1,000-£1,199","up <£50","£50-£99","yes","£175,000-£199,999","£110,000-£129,999","£900-£949","fixed","no","no","no","no","no","no","no","yes",,,"no","no","no","yes","no","no","no","no","no","yes","£7,000-£7,499","£200-£219","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","yes","no","yes","yes","no","no","no","not applicable","no","£2,000 - £2,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","in paid employ","no","somewhat"
0.894526609,21579007,"D",49,"45 - 54","North West","Female","Owned mortgage","marrried or couple","£40,000-£49,999","£200-£299","no change","none","yes","£125,000-£149,999","£90,000-£99,999","£150-£199","don't know","yes","no","no","no","no","no","no","no","I would be behind on my mortgage payments by less than 6 months of payments",,"no","yes","yes","no","no","no","no","no","no","yes","£500-£999","£80-£89","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","no","no","no","yes","no","no","yes","not applicable","no","None","Increase by less than £50 a month","yes","no","yes","no","no","no","no","no","yes","yes","no","no","no",,,,,,,"vague idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","in paid employ","yes","somewhat"
0.866985012,20489096,"D",53,"45 - 54","Yorkshire & Humberside","Female","Owned mortgage","marrried or couple","£17,500-£24,999","£300-£399","down <£50","£50-£99","yes","£125,000-£149,999","£20,000-£29,999","£200-£249","standard variable rate (SVR)","no","no","no","no","no","no","no","yes",,"£0-49","no","no","no","yes","no","yes","no","no","no","yes","£1,000-£1,499","£140-£159","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","no","no","yes","no","no","no","no","not applicable","no","£9,000 - £9,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","don't know","don't know","no","no","no","no","no","yes","no","no",,,,,,,"no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","in paid employ","no","somewhat"
1.47049647,20332956,"B",80,"65+","North West","Male","Private rented","marrried or couple","£40,000-£49,999","£400-£499","down £50-£100","£25-£49","not applicable","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","yes","yes","no","no","no","no","yes","<£200",">=£500","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","no","no","no","no","no","yes","no","the same","no","£30,000 - £34,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","less certain","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","self employed","no","somewhat"
0.798506073,21395966,"D",58,"55 - 64","South West","Female","Owned mortgage","marrried or couple","£25,000-£29,999","£300-£399","down >£100","none","yes","£275,000-£299,999","£30,000-£39,999","£650-£699","standard variable rate (SVR)","no","no","no","no","no","no","no","yes",,"£50-99","no","no","no","yes","no","no","no","no","no","yes","£1,500-£1,999","£180-£199","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","the same","no","£4,000 - £4,999","Increase by less than £50 a month","no","no","no","no","no","no","no","no","no","no","yes","no","no",,,,,,,"good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","yes","no","no",,,,,,,"in paid employ","no","no"
1.00648095,21033421,"C1",45,"45 - 54","South West","Male","Owned mortgage","marrried or couple","£17,500-£24,999","£200-£299","down £50-£100","none","yes","£125,000-£149,999","£40,000-£49,999","£400-£449","discounted","no","no","no","no","no","no","no","yes",,"£50-99","no","no","no","no","no","yes","no","no","no","yes","<£200","£10-£19","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","the same","don't know","None","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"vague idea","less certain","no","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","no","yes","no","no","in paid employ","no","no"
